movie_id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,genres
121,The Lord of the Rings: The Two Towers,2002-12-18,79000000,926287400,179,8.411,23215,26.0305,"['Adventure', 'Fantasy', 'Action']"
122,The Lord of the Rings: The Return of the King,2003-12-17,94000000,1118888979,201,8.492,25791,25.4518,"['Adventure', 'Fantasy', 'Action']"
128,Princess Mononoke,1997-07-12,23500000,176506186,134,8.3,8660,10.6611,"['Adventure', 'Fantasy', 'Animation']"
129,Spirited Away,2001-07-20,19000000,274925095,125,8.533,17755,21.1535,"['Animation', 'Family', 'Fantasy']"
137,Groundhog Day,1993-02-11,14600000,71108778,101,7.622,8571,17.2203,"['Romance', 'Fantasy', 'Drama', 'Comedy']"
147,The 400 Blows,1959-06-03,0,0,99,8.0,2259,3.0459,['Drama']
149,Akira,1988-06-10,5700000,49000000,124,7.938,4586,6.2499,"['Animation', 'Science Fiction', 'Action']"
155,The Dark Knight,2008-07-16,185000000,1004558444,152,8.525,34900,27.1748,"['Drama', 'Action', 'Crime', 'Thriller']"
185,A Clockwork Orange,1971-10-28,2200000,27033812,137,8.18,13504,8.0088,"['Science Fiction', 'Crime']"
194,Amélie,2001-04-25,10000000,173921954,122,7.914,12081,8.8147,"['Comedy', 'Romance']"
196,Back to the Future Part III,1990-05-25,40000000,244527583,119,7.49,11201,16.1902,"['Adventure', 'Comedy', 'Science Fiction']"
197,Braveheart,1995-05-24,72000000,213216216,178,7.941,10764,12.6004,"['Action', 'Drama', 'History', 'War']"
204,The Wages of Fear,1953-04-22,0,0,153,8.004,1038,2.504,"['Drama', 'Thriller', 'Adventure']"
207,Dead Poets Society,1989-06-02,16400000,235860116,129,8.3,12129,11.0445,['Drama']
213,North by Northwest,1959-08-06,4000000,13275000,136,7.977,4359,5.0608,"['Thriller', 'Adventure']"
218,The Terminator,1984-10-26,6400000,78371200,108,7.674,14107,17.1898,"['Action', 'Thriller', 'Science Fiction']"
223,Rebecca,1940-04-12,1288000,7592465,130,7.9,1905,2.402,"['Mystery', 'Romance', 'Thriller']"
234,The Cabinet of Dr. Caligari,1920-02-26,18000,8811,77,7.926,1715,2.4252,"['Drama', 'Horror', 'Thriller', 'Crime']"
238,The Godfather,1972-03-14,6000000,245066411,175,8.685,22208,29.4149,"['Drama', 'Crime']"
239,Some Like It Hot,1959-03-19,2883848,25000000,122,8.087,3743,9.8615,"['Comedy', 'Romance', 'Crime']"
240,The Godfather Part II,1974-12-20,13000000,102600000,202,8.571,13427,18.2909,"['Drama', 'Crime']"
272,Batman Begins,2005-06-10,150000000,374218673,140,7.72,22076,18.1064,"['Drama', 'Crime', 'Action']"
274,The Silence of the Lambs,1991-02-14,19000000,272742922,119,8.346,17381,3.6409,"['Crime', 'Thriller', 'Drama']"
278,The Shawshank Redemption,1994-09-23,25000000,28341469,142,8.713,29423,52.8301,"['Drama', 'Crime']"
279,Amadeus,1984-09-19,18000000,90007557,160,8.0,4576,5.1796,"['History', 'Music', 'Drama']"
280,Terminator 2: Judgment Day,1991-07-03,102000000,520000000,137,8.136,13799,16.0466,"['Action', 'Thriller', 'Science Fiction']"
284,The Apartment,1960-06-21,3000000,25000000,125,8.195,2530,6.0058,"['Comedy', 'Drama', 'Romance']"
285,Pirates of the Caribbean: At World's End,2007-05-19,300000000,961691209,169,7.3,15101,16.0278,"['Adventure', 'Fantasy', 'Action']"
289,Casablanca,1943-01-15,878000,10462500,103,8.144,5843,7.2883,"['Drama', 'Romance']"
307,"Rome, Open City",1945-10-08,20000,1000000,103,8.02,952,3.6152,"['Drama', 'War']"
311,Once Upon a Time in America,1984-05-23,30000000,5500000,229,8.396,5824,10.5082,"['Drama', 'Crime']"
329,Jurassic Park,1993-06-11,63000000,920100000,127,7.964,17352,8.6771,"['Adventure', 'Science Fiction']"
335,Once Upon a Time in the West,1968-12-21,5000000,5380118,166,8.3,4714,8.5965,"['Drama', 'Western']"
346,Seven Samurai,1954-04-26,2000000,105000000,207,8.452,4062,8.932,"['Action', 'Drama']"
348,Alien,1979-05-25,11000000,104931801,117,8.167,15849,17.238,"['Horror', 'Science Fiction']"
387,Das Boot,1981-09-17,14000000,85000000,150,8.084,2400,4.5137,"['Drama', 'History', 'War']"
389,12 Angry Men,1957-04-10,397751,4360000,97,8.549,9614,10.0581,['Drama']
393,Kill Bill: Vol. 2,2004-04-16,30000000,152159461,136,7.875,14668,11.6263,"['Action', 'Crime', 'Thriller']"
405,La Strada,1954-09-23,0,0,115,7.914,1135,1.44,['Drama']
406,La Haine,1995-05-31,2600000,15300000,98,8.083,4380,6.0774,['Drama']
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",2005-12-07,180000000,745013115,143,7.137,11218,25.5046,"['Adventure', 'Family', 'Fantasy']"
422,8½,1963-02-14,0,0,139,8.1,2455,3.6842,['Drama']
423,The Pianist,2002-09-17,35000000,120098945,150,8.379,9817,9.0227,"['Drama', 'War']"
424,Schindler's List,1993-12-15,22000000,321365567,195,8.565,16945,14.0758,"['Drama', 'History', 'War']"
426,Vertigo,1958-05-09,2479000,7808900,128,8.2,6138,5.1581,"['Mystery', 'Romance', 'Thriller']"
429,"The Good, the Bad and the Ugly",1966-12-22,1200000,38900000,161,8.466,9306,13.2686,['Western']
439,La Dolce Vita,1960-02-05,0,19647000,176,8.0,1986,2.7796,"['Comedy', 'Drama']"
453,A Beautiful Mind,2001-12-14,58000000,316791257,135,7.856,10767,9.2131,"['Drama', 'Romance']"
489,Good Will Hunting,1997-12-05,10000000,225900000,127,8.157,13360,13.6423,['Drama']
490,The Seventh Seal,1957-02-16,150000,311212,96,8.164,3229,5.9249,"['Fantasy', 'Drama']"
497,The Green Mile,1999-12-10,60000000,286801374,189,8.503,18661,19.7207,"['Fantasy', 'Drama', 'Crime']"
500,Reservoir Dogs,1992-09-02,1200000,2859750,99,8.117,15024,8.7078,"['Crime', 'Thriller']"
508,Love Actually,2003-09-07,40000000,250779876,135,7.095,7197,17.3015,"['Comedy', 'Romance', 'Drama']"
510,One Flew Over the Cuckoo's Nest,1975-11-19,3000000,108981275,133,8.412,11095,7.7065,['Drama']
521,Dial M for Murder,1954-05-29,1400000,3000000,105,8.0,2767,2.8505,"['Thriller', 'Crime']"
524,Casino,1995-11-22,50000000,116112375,179,7.992,6305,8.3775,"['Crime', 'Drama']"
539,Psycho,1960-09-08,806947,50048065,109,8.421,10690,11.4072,"['Horror', 'Thriller', 'Mystery']"
548,Rashomon,1950-08-26,250000,117668,88,8.047,2428,3.2733,"['Crime', 'Drama', 'Mystery']"
550,Fight Club,1999-10-15,63000000,100853753,139,8.438,31160,28.5771,"['Drama', 'Thriller']"
557,Spider-Man,2002-05-01,139000000,821708551,121,7.318,20139,17.9598,"['Action', 'Science Fiction']"
562,Die Hard,1988-07-15,28000000,140767956,132,7.804,11895,28.195,"['Action', 'Thriller']"
567,Rear Window,1954-09-01,1000000,37042336,112,8.348,6930,5.936,"['Thriller', 'Mystery']"
578,Jaws,1975-06-20,7000000,470653000,124,7.68,11211,19.5069,"['Horror', 'Thriller', 'Adventure']"
582,The Lives of Others,2006-03-23,2000000,77672685,137,8.038,3964,4.5406,"['Drama', 'Thriller']"
585,"Monsters, Inc.",2001-11-01,115000000,579700000,92,7.847,19325,18.5537,"['Animation', 'Comedy', 'Family']"
595,To Kill a Mockingbird,1962-12-20,2000000,13129846,129,7.995,2763,4.228,['Drama']
597,Titanic,1997-11-18,200000000,2264162353,194,7.903,26598,33.7809,"['Drama', 'Romance']"
598,City of God,2002-08-30,3300000,30641770,129,8.426,7917,8.1396,"['Drama', 'Crime']"
599,Sunset Boulevard,1950-08-10,1752000,5000000,110,8.288,2814,4.1912,['Drama']
600,Full Metal Jacket,1987-06-26,30000000,46357676,117,8.123,11130,8.5388,"['Drama', 'War']"
601,E.T. the Extra-Terrestrial,1982-06-11,10500000,797307407,115,7.511,11711,25.2869,"['Science Fiction', 'Adventure', 'Family', 'Fantasy']"
603,The Matrix,1999-03-31,63000000,463517383,136,8.237,27146,23.6265,"['Action', 'Science Fiction']"
614,Wild Strawberries,1957-08-28,0,0,91,8.093,1757,4.8206,['Drama']
627,Trainspotting,1996-02-23,4000000,71981823,94,7.96,10133,9.5301,"['Drama', 'Crime']"
629,The Usual Suspects,1995-07-19,6000000,23300000,106,8.172,11035,11.7916,"['Drama', 'Crime', 'Thriller']"
637,Life Is Beautiful,1997-12-20,20000000,230098753,116,8.441,13691,7.543,"['Comedy', 'Drama']"
640,Catch Me If You Can,2002-12-16,52000000,352114312,141,7.978,16603,14.3959,"['Drama', 'Crime']"
641,Requiem for a Dream,2000-10-06,4500000,7390108,102,8.014,10644,4.6577,"['Crime', 'Drama']"
652,Troy,2004-05-13,175000000,497409852,163,7.164,10756,16.3628,"['War', 'Action', 'History']"
654,On the Waterfront,1954-06-22,910000,9600631,108,7.877,1701,2.2575,"['Crime', 'Drama', 'Romance']"
655,"Paris, Texas",1984-07-16,1750000,2181987,145,8.088,2108,4.0975,['Drama']
662,La Jetée,1962-02-16,0,0,29,7.871,961,1.8075,"['Drama', 'Romance', 'Science Fiction']"
665,Ben-Hur,1959-11-18,15000000,164000000,212,7.887,2999,9.0575,"['History', 'Drama', 'Adventure']"
666,Central Station,1998-04-03,2900000,5596708,110,8.1,1007,4.003,['Drama']
670,Oldboy,2003-11-21,3000000,17500000,120,8.244,9423,13.0617,"['Drama', 'Thriller', 'Mystery', 'Action']"
671,Harry Potter and the Philosopher's Stone,2001-11-16,125000000,976475550,152,7.899,28954,31.1353,"['Adventure', 'Fantasy']"
672,Harry Potter and the Chamber of Secrets,2002-11-13,100000000,876688482,161,7.705,23091,22.9912,"['Adventure', 'Fantasy']"
673,Harry Potter and the Prisoner of Azkaban,2004-05-31,130000000,789804554,141,8.01,22666,21.9089,"['Adventure', 'Fantasy']"
675,Harry Potter and the Order of the Phoenix,2007-07-08,150000000,938212738,138,7.674,20383,21.5903,"['Adventure', 'Fantasy']"
679,Aliens,1986-07-18,18500000,183316455,137,7.955,10494,11.6451,"['Action', 'Thriller', 'Science Fiction']"
680,Pulp Fiction,1994-09-10,8000000,213928762,154,8.486,29444,21.8809,"['Thriller', 'Crime', 'Comedy']"
694,The Shining,1980-05-23,19000000,44781695,144,8.206,18438,16.1616,"['Horror', 'Thriller']"
705,All About Eve,1950-11-09,1400000,8402553,139,8.075,1638,2.1073,['Drama']
745,The Sixth Sense,1999-08-06,40000000,672800000,107,7.947,12451,10.13,"['Mystery', 'Thriller', 'Drama']"
752,V for Vendetta,2006-02-23,54000000,134686457,132,7.898,15186,7.7735,"['Action', 'Thriller', 'Science Fiction']"
767,Harry Potter and the Half-Blood Prince,2009-07-15,250000000,933959197,153,7.682,20354,25.9548,"['Adventure', 'Fantasy']"
769,GoodFellas,1990-09-12,25000000,47072327,145,8.453,13867,17.1875,"['Drama', 'Crime']"
770,Gone with the Wind,1939-12-15,4000000,402352579,233,7.918,4260,8.3753,"['Drama', 'War', 'Romance']"
772,Home Alone 2: Lost in New York,1992-11-15,18000000,358994850,120,6.775,10317,58.4862,"['Comedy', 'Family', 'Adventure']"
775,A Trip to the Moon,1902-06-15,5985,0,15,7.899,1922,2.398,"['Adventure', 'Science Fiction', 'Fantasy']"
777,Grand Illusion,1937-06-04,0,172885,114,7.866,750,1.2048,"['Drama', 'History', 'War']"
780,The Passion of Joan of Arc,1928-04-21,0,18121,81,8.0,1044,1.7481,"['Drama', 'History']"
797,Persona,1966-10-18,0,0,84,8.1,2341,4.561,['Drama']
800,The Young and the Damned,1950-12-09,0,0,82,8.028,519,5.0561,"['Drama', 'Crime']"
804,Roman Holiday,1953-08-26,1500000,12000000,119,7.889,2192,4.4542,"['Romance', 'Comedy', 'Drama']"
807,Se7en,1995-09-22,33000000,327311859,127,8.379,22406,18.3795,"['Crime', 'Mystery', 'Thriller']"
808,Shrek,2001-05-18,60000000,488628188,90,7.754,18221,26.431,"['Animation', 'Comedy', 'Fantasy', 'Adventure', 'Family']"
809,Shrek 2,2004-05-19,150000000,935454538,92,7.304,13089,14.9954,"['Animation', 'Family', 'Comedy', 'Fantasy', 'Adventure', 'Romance']"
821,Judgment at Nuremberg,1961-12-18,3000000,10000000,191,8.0,891,3.6372,"['Drama', 'History']"
827,Diabolique,1955-01-29,0,0,117,7.9,1055,1.32,"['Thriller', 'Mystery']"
829,Chinatown,1974-06-20,6000000,30000000,130,7.915,4108,5.6488,"['Crime', 'Drama', 'Mystery', 'Thriller']"
832,M,1931-05-11,0,35274,109,8.1,2372,2.4172,"['Drama', 'Thriller', 'Crime']"
833,Umberto D.,1952-01-20,0,71461,91,7.9,721,5.4269,['Drama']
843,In the Mood for Love,2000-09-29,3000000,15867968,99,8.091,3106,10.3547,"['Drama', 'Romance']"
854,The Mask,1994-07-29,23000000,351583407,101,6.974,10906,14.7361,"['Romance', 'Comedy', 'Crime', 'Fantasy']"
857,Saving Private Ryan,1998-07-24,70000000,481840909,169,8.221,16740,13.5092,"['War', 'Drama', 'History']"
862,Toy Story,1995-11-22,30000000,401157969,81,7.97,19392,22.3688,"['Family', 'Comedy', 'Animation', 'Adventure']"
863,Toy Story 2,1999-10-30,90000000,497375404,92,7.604,14534,13.7301,"['Animation', 'Comedy', 'Family']"
869,Planet of the Apes,2001-07-27,100000000,362211740,120,5.763,4292,12.8777,"['Thriller', 'Science Fiction', 'Action', 'Adventure']"
872,Singin' in the Rain,1952-04-10,2540800,7200000,103,8.14,3377,4.7271,"['Comedy', 'Romance']"
895,Andrei Rublev,1966-12-16,0,24173,183,7.963,906,2.6617,"['Drama', 'History']"
901,City Lights,1931-02-06,1500000,4250000,87,8.263,2365,2.7327,"['Comedy', 'Drama', 'Romance']"
914,The Great Dictator,1940-10-15,2000000,11000000,125,8.3,3574,2.4778,"['Comedy', 'War']"
935,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,1800000,9500000,95,8.125,5970,5.0456,"['Comedy', 'War']"
938,For a Few Dollars More,1965-12-18,600000,15000000,132,8.0,4275,6.9693,['Western']
947,Lawrence of Arabia,1962-12-11,15000000,70000000,228,7.997,3281,6.0825,"['Adventure', 'History', 'War']"
949,Heat,1995-12-15,60000000,187400000,170,7.926,7970,13.3537,"['Crime', 'Drama', 'Action']"
953,Madagascar,2005-05-25,75000000,542064525,86,6.917,11412,14.1376,"['Family', 'Animation', 'Adventure', 'Comedy']"
961,The General,1926-12-25,750000,1000000,79,7.9,1358,2.6331,"['Action', 'Adventure', 'Comedy', 'War', 'Romance']"
962,The Gold Rush,1925-07-13,923000,4000000,95,7.981,1758,3.0087,"['Adventure', 'Comedy', 'Drama']"
975,Paths of Glory,1957-10-25,935000,1200000,88,8.26,3155,5.739,"['War', 'Drama']"
992,Sherlock Jr.,1924-04-17,0,0,45,8.052,1109,5.0093,"['Action', 'Comedy', 'Mystery']"
996,Double Indemnity,1944-07-06,927262,2500000,107,8.107,1951,2.6614,"['Crime', 'Thriller']"
1059,The Hidden Fortress,1958-12-28,0,57673,139,7.975,669,2.1548,"['Drama', 'Action', 'Adventure']"
1091,The Thing,1982-06-25,15000000,19629760,109,8.07,7607,10.1643,"['Horror', 'Mystery', 'Science Fiction']"
1092,The Third Man,1949-09-01,0,1226098,105,7.9,2020,3.6592,"['Thriller', 'Mystery']"
1124,The Prestige,2006-10-17,40000000,109676311,130,8.2,17059,12.1185,"['Drama', 'Mystery', 'Science Fiction']"
1162,The Miracle Worker,1962-05-23,500000,2500000,106,7.889,328,1.4323,['Drama']
1396,Mirror,1975-03-07,825000,124367,107,7.9,1045,3.7568,"['Drama', 'History']"
1398,Stalker,1979-05-25,120000,0,162,8.112,2398,4.7981,"['Science Fiction', 'Drama']"
1402,The Pursuit of Happyness,2006-12-14,55000000,307077295,117,7.887,10339,10.1593,['Drama']
1422,The Departed,2006-10-04,90000000,291465000,151,8.159,15735,10.5087,"['Drama', 'Thriller', 'Crime']"
1578,Raging Bull,1980-11-14,18000000,23380203,129,7.9,4594,4.0445,['Drama']
1580,Rope,1948-09-25,1500000,2200000,81,7.94,2908,4.1194,"['Thriller', 'Crime', 'Drama']"
1581,The Holiday,2006-12-05,85000000,205233866,136,7.094,5476,16.9981,"['Comedy', 'Romance']"
1585,It's a Wonderful Life,1946-12-20,3180000,9644124,130,8.3,4705,22.0851,"['Drama', 'Family', 'Fantasy']"
1607,A Bronx Tale,1993-10-01,22000000,17287898,121,7.874,2718,8.4741,"['Drama', 'Crime']"
1621,Trading Places,1983-06-07,15000000,90404800,116,7.228,3536,16.7984,['Comedy']
1646,Freedom Writers,2007-01-05,21000000,43095175,123,7.922,2361,2.589,"['Crime', 'Drama']"
1726,Iron Man,2008-04-30,140000000,585174222,126,7.655,27579,18.8244,"['Action', 'Science Fiction', 'Adventure']"
1865,Pirates of the Caribbean: On Stranger Tides,2011-05-15,379000000,1046721266,136,6.565,14643,18.91,"['Adventure', 'Action', 'Fantasy']"
1891,The Empire Strikes Back,1980-05-20,18000000,538400000,124,8.393,17923,8.5553,"['Adventure', 'Action', 'Science Fiction']"
1892,Return of the Jedi,1983-05-25,32350000,572700000,132,7.903,16520,8.4617,"['Adventure', 'Action', 'Science Fiction']"
1930,The Amazing Spider-Man,2012-06-23,215000000,757930663,136,6.724,18123,13.53,"['Action', 'Adventure', 'Science Fiction']"
1955,The Elephant Man,1980-10-09,5000000,26000000,124,8.05,3785,4.3552,"['Drama', 'History']"
2011,Persepolis,2007-06-27,7300000,0,95,7.888,2061,1.7993,"['Animation', 'Drama']"
2022,Mr. Deeds,2002-06-28,50000000,171269565,96,5.915,2440,15.9653,"['Comedy', 'Romance']"
2062,Ratatouille,2007-06-28,150000000,623726000,111,7.8,18018,17.0235,"['Animation', 'Comedy', 'Family', 'Fantasy']"
2118,L.A. Confidential,1997-09-19,35000000,126216940,138,7.803,5325,12.5831,"['Crime', 'Mystery', 'Thriller', 'Drama']"
2457,Children of Paradise,1945-03-15,0,1457,190,8.068,441,1.4745,"['Drama', 'Romance']"
2517,Nobody Knows,2004-08-07,0,0,141,7.972,601,2.8827,['Drama']
3034,Young Frankenstein,1974-12-15,2800000,86273333,106,7.861,3307,3.8595,['Comedy']
3082,Modern Times,1936-02-05,1500000,1800000,87,8.284,3941,2.7735,"['Comedy', 'Drama', 'Romance']"
3090,The Treasure of the Sierra Madre,1948-01-15,3800000,4307000,126,7.958,1288,1.8567,"['Adventure', 'Drama', 'Western']"
3175,Barry Lyndon,1975-12-18,11000000,31500000,188,7.991,3057,3.6421,"['Drama', 'Romance', 'War', 'History']"
3777,Throne of Blood,1957-01-15,0,13422,108,7.9,944,2.2066,"['Drama', 'History']"
3780,Red Beard,1965-03-04,0,0,185,8.12,392,1.8962,['Drama']
3782,Ikiru,1952-10-09,0,55240,143,8.317,1265,3.3104,['Drama']
4348,Pride & Prejudice,2005-09-16,28000000,124604345,127,8.055,8542,16.745,"['Drama', 'Romance']"
4935,Howl's Moving Castle,2004-09-09,24000000,236049757,119,8.389,10693,14.8531,"['Fantasy', 'Animation', 'Adventure']"
5156,Bicycle Thieves,1948-07-21,133000,450159,89,8.175,2571,2.8556,['Drama']
5255,The Polar Express,2004-11-10,165000000,318432432,100,6.722,6729,20.6741,"['Animation', 'Adventure', 'Family', 'Fantasy']"
5825,National Lampoon's Christmas Vacation,1989-11-30,27000000,74542088,97,7.236,2599,16.2026,['Comedy']
5925,The Great Escape,1963-07-03,4000000,11700000,173,7.939,2730,6.77,"['Adventure', 'Drama', 'War']"
6715,The Cure,1995-04-21,0,2568235,97,7.933,338,8.0464,"['Drama', 'Family']"
6977,No Country for Old Men,2007-11-09,25000000,171627166,122,7.947,12873,11.1478,"['Crime', 'Thriller', 'Western']"
7345,There Will Be Blood,2007-12-26,25000000,77208711,158,8.08,7145,7.5906,['Drama']
7347,Elite Squad,2007-10-12,4000000,14759148,115,8.06,2606,5.5632,"['Drama', 'Action', 'Crime']"
7451,xXx,2002-08-09,70000000,277448382,124,5.979,4708,70.9073,"['Action', 'Adventure', 'Thriller', 'Crime', 'Drama']"
7485,Shooter,2007-03-22,61000000,95700000,124,7.122,5251,14.0559,"['Drama', 'Action', 'Thriller']"
7508,Like Stars on Earth,2007-12-21,2600000,28430000,162,8.0,1269,5.5771,['Drama']
7857,Amarcord,1973-12-18,0,0,123,7.9,1175,3.9007,"['Comedy', 'Drama']"
7984,In the Name of the Father,1993-12-12,13000000,65796862,133,7.893,1879,2.0583,['Drama']
8290,Don't Look Now... We're Being Shot At!,1966-12-08,0,0,132,7.925,1423,6.1924,"['Comedy', 'War']"
8316,The Countess,2009-03-13,8500000,784522,100,5.906,177,15.9909,"['Drama', 'History', 'Thriller', 'Mystery', 'Horror']"
8392,My Neighbor Totoro,1988-04-16,3700000,41000000,86,8.064,8513,10.9869,"['Fantasy', 'Animation', 'Family']"
8420,...And God Created Woman,1956-11-28,300000,33000000,92,6.0,245,15.1499,"['Drama', 'Romance']"
