movie_id,title,release_date,budget,revenue,runtime,vote_average,vote_count,popularity,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_History,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_ScienceFiction,Genre_Thriller,Genre_War,Genre_Western
3034,Young Frankenstein,1974-12-15,2800000,86273333,106,7.861,3307,3.8595,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3082,Modern Times,1936-02-05,1500000,1800000,87,8.284,3941,2.7735,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
3090,The Treasure of the Sierra Madre,1948-01-15,3800000,4307000,126,7.958,1288,1.8567,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
3175,Barry Lyndon,1975-12-18,11000000,31500000,188,7.991,3057,3.6421,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
4348,Pride & Prejudice,2005-09-16,28000000,124604345,127,8.055,8542,16.745,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
4935,Howl's Moving Castle,2004-09-09,24000000,236049757,119,8.389,10693,14.8531,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
5156,Bicycle Thieves,1948-07-21,133000,450159,89,8.175,2571,2.8556,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5255,The Polar Express,2004-11-10,165000000,318432432,100,6.722,6729,20.6741,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
5825,National Lampoon's Christmas Vacation,1989-11-30,27000000,74542088,97,7.236,2599,16.2026,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5925,The Great Escape,1963-07-03,4000000,11700000,173,7.939,2730,6.77,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
6977,No Country for Old Men,2007-11-09,25000000,171627166,122,7.947,12873,11.1478,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
7345,There Will Be Blood,2007-12-26,25000000,77208711,158,8.08,7145,7.5906,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7347,Elite Squad,2007-10-12,4000000,14759148,115,8.06,2606,5.5632,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
7451,xXx,2002-08-09,70000000,277448382,124,5.979,4708,70.9073,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
7485,Shooter,2007-03-22,61000000,95700000,124,7.122,5251,14.0559,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
7508,Like Stars on Earth,2007-12-21,2600000,28430000,162,8.0,1269,5.5771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7984,In the Name of the Father,1993-12-12,13000000,65796862,133,7.893,1879,2.0583,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8316,The Countess,2009-03-13,8500000,784522,100,5.906,177,15.9909,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0
8392,My Neighbor Totoro,1988-04-16,3700000,41000000,86,8.064,8513,10.9869,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
8420,...And God Created Woman,1956-11-28,300000,33000000,92,6.0,245,15.1499,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
8587,The Lion King,1994-06-15,45000000,763455561,89,8.256,19231,16.7754,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8871,How the Grinch Stole Christmas,2000-11-17,123000000,345800000,105,6.782,8071,46.2896,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
8966,Twilight,2008-11-20,37000000,393616788,122,6.283,14134,16.7942,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
9277,The Sting,1973-12-25,5500000,159616327,129,8.022,2824,4.6131,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
9323,Ghost in the Shell,1995-11-18,3000000,10000000,83,7.923,3708,6.2474,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9360,Anaconda,1997-04-11,45000000,136885767,90,5.253,2678,13.486,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
9479,The Nightmare Before Christmas,1993-10-29,18000000,75634409,76,7.833,10080,13.2085,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
9502,Kung Fu Panda,2008-06-04,130000000,632091832,90,7.311,12261,14.6403,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9702,Bound by Honor,1993-02-05,35000000,4500000,180,8.137,1468,8.5178,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
9714,Home Alone 3,1997-12-12,32000000,79082515,102,5.277,3188,20.7354,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
9928,Robots,2005-03-10,75000000,262511490,90,6.476,4796,16.9937,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
10098,The Kid,1921-01-21,250000,5450000,68,8.1,2279,2.6259,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
10138,Iron Man 2,2010-04-28,200000000,623933331,124,6.849,21924,17.0729,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10191,How to Train Your Dragon,2010-03-18,165000000,495141736,98,7.9,13961,15.646,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10192,Shrek Forever After,2010-05-20,165000000,752600867,93,6.392,7757,24.9829,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
10195,Thor,2011-04-21,150000000,449326618,115,6.768,21951,13.406,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10376,The Legend of 1900,1998-10-28,9000000,21057208,170,8.246,2376,3.8147,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
10386,The Iron Giant,1999-08-06,50000000,23300000,86,7.953,5973,6.5527,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0
10404,Raise the Red Lantern,1991-12-18,1000000,16600000,125,7.926,773,3.5345,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10437,The Muppet Christmas Carol,1992-12-11,12000000,27300000,86,7.431,1121,44.1512,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0
10494,Perfect Blue,1998-02-28,3000000,683666,82,8.299,3010,8.6143,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10515,Castle in the Sky,1986-08-02,3000000,5228752,125,8.0,4519,7.8038,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
10640,Futureworld,1976-08-13,2500000,4200000,108,5.9,346,13.9439,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10674,Mulan,1998-06-18,90000000,304320254,88,7.9,10202,11.2487,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10681,WALL·E,2008-06-22,180000000,521311860,98,8.106,19754,17.6022,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
10743,Confidence,2003-04-25,15000000,23014206,97,6.3,467,18.0918,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
10764,Quantum of Solace,2008-10-29,200000000,589593688,106,6.336,8279,15.7106,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
10874,Muppet Treasure Island,1996-02-16,31000000,34327766,99,6.7,440,13.3447,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
10997,Farewell My Concubine,1993-01-01,4000000,6400000,171,7.946,648,4.4227,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11010,The Postman,1994-09-22,3000000,33000000,109,7.922,1187,1.74,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
11036,The Notebook,2004-06-25,29000000,115600000,123,7.891,12234,13.5075,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11216,Cinema Paradiso,1988-11-17,5000000,12462062,124,8.428,4679,6.2614,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
11293,Paper Moon,1973-05-09,2500000,30900000,102,7.86,788,2.1715,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
11324,Shutter Island,2010-02-14,80000000,294804195,138,8.202,25185,16.2184,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
11423,Memories of Murder,2003-04-25,2800000,26000000,131,8.052,4330,7.7457,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
11645,Ran,1985-06-01,12000000,23334156,160,8.0,1717,5.0205,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
11778,The Deer Hunter,1978-12-08,15000000,49000000,183,8.0,4089,6.4911,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
11881,Miracle on 34th Street,1947-06-04,630000,2700000,96,7.366,813,11.5304,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
11929,Dolores Claiborne,1995-03-24,13000000,46400000,132,7.269,840,39.1376,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
12104,Pink Floyd: The Wall,1982-07-14,12000000,22244207,95,7.941,1596,2.358,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
12153,White Chicks,2004-06-23,37000000,113100000,109,6.938,4348,14.1634,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12445,Harry Potter and the Deathly Hallows: Part 2,2011-07-12,125000000,1341511219,130,8.083,21530,21.0259,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12477,Grave of the Fireflies,1988-04-16,3700000,842132,89,8.445,6248,0.0098,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
12610,Osmosis Jones,2001-08-10,75000000,13596911,95,6.502,1060,17.1771,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
13223,Gran Torino,2008-12-12,33000000,270000000,116,7.99,11255,4.7441,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14160,Up,2009-05-28,175000000,735103954,96,7.96,21178,15.3143,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
14836,Coraline,2009-02-06,60000000,185860104,100,7.897,8697,16.4137,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
15121,The Sound of Music,1965-03-29,8200000,286214286,174,7.725,3504,12.3227,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
16869,Inglourious Basterds,2009-08-02,70000000,321457747,153,8.215,23533,14.2176,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
17295,The Battle of Algiers,1966-09-08,800000,964028,121,7.883,846,1.5781,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
19404,Dilwale Dulhania Le Jayenge,1995-10-20,13200000,100000000,190,8.515,4532,7.2818,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
19542,The Red Shoes,1948-09-06,500000,10000000,133,8.0,719,3.6464,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
19995,Avatar,2009-12-16,237000000,2923706026,162,7.598,33096,105.833,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
20453,3 Idiots,2009-12-23,9000000,70000000,171,8.0,2595,7.4397,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
20766,The Road,2009-11-25,32000000,27635305,111,7.013,4123,21.5255,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21334,Children of Heaven,1997-08-01,180000,925402,88,7.915,687,2.1625,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
24238,Mary and Max,2009-04-09,8240000,1740429,92,7.881,2159,3.7173,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
24428,The Avengers,2012-04-25,220000000,1518815515,143,7.89,34753,53.7834,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25364,Ace in the Hole,1951-06-29,1821052,1300000,111,7.855,716,1.6448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25376,The Secret in Their Eyes,2009-08-13,2000000,33965843,130,7.972,2746,3.4212,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
26022,My Name Is Khan,2010-02-10,12000000,42345360,165,8.029,1395,2.6541,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27205,Inception,2010-07-15,160000000,839030630,148,8.371,38417,29.1606,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28178,Hachi: A Dog's Tale,2009-06-08,16000000,46800000,93,8.01,7011,12.4452,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
28971,Limelight,1952-10-16,900000,1000000,137,7.908,572,2.9409,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
36557,Casino Royale,2006-11-14,150000000,599045960,144,7.566,11333,14.6394,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37165,The Truman Show,1998-06-04,60000000,264118712,103,8.1,19587,12.8061,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
37257,Witness for the Prosecution,1957-12-17,3000000,9000000,116,8.214,1590,3.3641,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
38757,Tangled,2010-11-24,260000000,592461732,100,7.61,12069,17.6191,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43949,Flipped,2010-08-06,14000000,4324817,89,8.004,3234,6.221,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
46738,Incendies,2010-09-17,6800000,6788659,131,8.107,3103,12.3242,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
49013,Cars 2,2011-06-11,200000000,559852396,106,6.2,8266,14.076,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
50014,The Help,2011-08-09,25000000,216600000,146,8.205,8793,9.5185,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
60243,A Separation,2011-02-15,5000000,24426169,123,7.9,1893,2.9253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62838,New Year's Eve,2011-12-08,56000000,142044638,118,5.883,2197,15.972,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
68718,Django Unchained,2012-12-25,100000000,425368238,165,8.185,27370,26.0253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
68721,Iron Man 3,2013-04-18,200000000,1215577205,130,6.931,23009,14.9993,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75656,Now You See Me,2013-05-29,75000000,351723989,116,7.335,16337,19.1824,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
76203,12 Years a Slave,2013-10-18,20000000,187000000,134,7.935,11726,5.4846,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
76341,Mad Max: Fury Road,2015-05-13,150000000,378858340,121,7.629,23608,13.784,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
76600,Avatar: The Way of Water,2022-12-14,350000000,2353096253,192,7.605,13353,121.1097,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
77338,The Intouchables,2011-11-02,13000000,426590315,113,8.271,18024,13.7944,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
81188,Rise of the Guardians,2012-11-21,145000000,306941670,97,7.37,6998,24.4267,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
81481,Silenced,2011-09-22,2200000,31500000,125,8.15,730,3.2784,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
83533,Avatar: Fire and Ash,2025-12-17,350000000,851695254,198,7.4,943,490.3056,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
87101,Terminator Genisys,2015-06-23,155000000,440603537,126,5.9,8770,13.9121,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
91314,Transformers: Age of Extinction,2014-06-25,210000000,1104054072,165,5.956,8552,21.8115,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
94047,My Way,2011-12-21,25500000,16653488,137,7.893,426,2.0781,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
99861,Avengers: Age of Ultron,2015-04-22,235000000,1405403694,141,7.3,23957,16.0406,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
102382,The Amazing Spider-Man 2,2014-04-16,200000000,708962323,141,6.524,13891,18.2913,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
103663,The Hunt,2012-06-13,3800000,18300000,116,8.1,4558,6.5219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
106646,The Wolf of Wall Street,2013-12-25,100000000,407038432,180,8.025,25307,18.9061,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
109445,Frozen,2013-11-20,150000000,1274219009,102,7.249,17236,20.0031,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
118340,Guardians of the Galaxy,2014-07-30,170000000,772776600,121,7.9,29137,7.6535,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
120467,The Grand Budapest Hotel,2014-02-26,30000000,174600318,100,8.033,15607,9.3177,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
122906,About Time,2013-09-04,12000000,87100449,123,7.909,8998,11.0645,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
122917,The Hobbit: The Battle of the Five Armies,2014-12-10,250000000,956019788,144,7.331,14979,27.0395,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
146233,Prisoners,2013-09-19,46000000,122126687,153,8.101,12635,10.4925,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
149871,The Tale of The Princess Kaguya,2013-11-23,49300000,24366656,137,8.09,1916,3.6627,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
150540,Inside Out,2015-06-17,175000000,857611174,95,7.91,23019,16.7047,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
150689,Cinderella,2015-03-06,95000000,543514353,105,6.8,7284,16.0242,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0
152532,Dallas Buyers Club,2013-11-01,5000000,55736588,117,7.918,8845,4.2801,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
152760,The Monuments Men,2014-01-24,70000000,154984035,118,6.064,3733,12.731,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
157336,Interstellar,2014-11-05,165000000,746606706,169,8.465,38485,40.6206,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
159824,Hotel Transylvania 2,2015-09-21,80000000,473200000,89,6.8,5997,13.2294,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
166428,How to Train Your Dragon: The Hidden World,2019-01-03,129000000,539987993,104,7.75,6893,14.0905,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
177572,Big Hero 6,2014-10-24,165000000,657870525,102,7.726,16240,14.1644,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
180147,We Are the Nobles,2013-03-28,2000000,26433651,108,7.923,525,2.413,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198663,The Maze Runner,2014-09-10,34000000,348319861,113,7.2,17756,19.3315,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
205596,The Imitation Game,2014-11-14,14000000,233555708,113,7.989,17710,11.6338,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
210577,Gone Girl,2014-10-01,61000000,370890259,149,7.889,19501,13.8625,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
216015,Fifty Shades of Grey,2015-02-11,40000000,569651467,125,5.877,12198,14.4531,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
228150,Fury,2014-10-15,68000000,211817906,135,7.541,12625,15.7771,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
244786,Whiplash,2014-10-10,3300000,50307484,107,8.4,16153,15.4014,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
260514,Cars 3,2017-06-15,175000000,383925276,102,6.853,6226,19.6681,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
264644,Room,2015-10-16,13000000,35401758,118,7.998,9509,3.8801,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
265177,Mommy,2014-09-19,4900000,3494070,138,8.2,2801,4.9117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
265195,Wild Tales,2014-08-21,4000000,31478893,122,7.869,3617,4.9061,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
267860,London Has Fallen,2016-03-02,60000000,205754447,99,6.221,4975,15.9179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
269149,Zootopia,2016-02-11,150000000,1025521689,109,7.757,17401,69.5806,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
281338,War for the Planet of the Apes,2017-07-11,150000000,490719763,140,7.214,9485,21.8271,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
283566,Evangelion: 3.0+1.0 Thrice Upon a Time,2021-03-08,29700000,93882453,155,8.201,896,5.3379,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
290098,The Handmaiden,2016-06-01,8575000,38600000,145,8.194,4127,15.3101,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
291805,Now You See Me 2,2016-06-02,120000000,334897606,129,6.83,11277,17.8136,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
293660,Deadpool,2016-02-09,58000000,782837347,108,7.623,32185,14.6967,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
296096,Me Before You,2016-06-01,20000000,207945075,110,7.924,12948,15.8196,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
299534,Avengers: Endgame,2019-04-24,356000000,2799439100,181,8.237,27057,25.4347,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
299536,Avengers: Infinity War,2018-04-25,300000000,2052415039,149,8.235,31270,29.0361,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
313369,La La Land,2016-12-01,30000000,509183536,129,7.898,17703,11.3703,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
315162,Puss in Boots: The Last Wish,2022-12-07,90000000,484700000,103,8.207,8546,16.0348,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
315635,Spider-Man: Homecoming,2017-07-05,175000000,880166924,133,7.33,22706,16.3882,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
316029,The Greatest Showman,2017-12-20,84000000,459066134,105,7.868,9839,9.4162,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
324786,Hacksaw Ridge,2016-10-07,40000000,175302354,139,8.192,14489,12.2062,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
324857,Spider-Man: Into the Spider-Verse,2018-12-06,90000000,393602435,117,8.395,16703,16.09,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330457,Frozen II,2019-11-20,150000000,1453683476,103,7.24,10102,15.6636,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
331482,Little Women,2019-12-25,40000000,332103783,135,7.859,6642,9.9924,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
334533,Captain Fantastic,2016-07-08,5000000,23123592,118,7.891,6674,4.7892,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
334543,Lion,2016-11-24,12000000,140312928,118,8.042,6819,3.6926,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
337404,Cruella,2021-05-26,200000000,233503234,134,7.981,9829,11.1579,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
339877,Loving Vincent,2017-06-22,5500000,42187665,95,7.99,2549,4.7898,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
346364,It,2017-09-06,35000000,719766009,135,7.239,19942,40.9164,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
354912,Coco,2017-10-27,175000000,814641172,105,8.2,20514,15.56,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
359724,Ford v Ferrari,2019-11-13,97600000,225508210,153,8.006,8653,9.3286,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
359940,"Three Billboards Outside Ebbing, Missouri",2017-12-01,15000000,162729321,115,8.062,10612,4.5039,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
360814,Dangal,2016-12-21,10400000,311000000,161,7.887,1091,4.6673,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
361743,Top Gun: Maverick,2022-05-21,170000000,1488732821,131,8.16,10436,19.8323,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
369557,Sing Street,2016-03-11,4000000,13624522,105,7.859,2396,1.716,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0
381284,Hidden Figures,2016-12-10,25000000,235957472,127,8.05,10200,7.0207,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
385687,Fast X,2023-05-17,340000000,704709660,142,7.009,6136,26.5801,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
396535,Train to Busan,2016-07-20,8500000,87547518,118,7.747,8089,14.9956,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
397567,Along with the Gods: The Two Worlds,2017-12-20,18300000,125983972,139,8.032,1139,4.66,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
398818,Call Me by Your Name,2017-07-28,3500000,43143046,132,8.1,12528,15.4059,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
400928,Gifted,2017-04-07,7000000,40300000,101,8.0,5818,6.4473,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
402431,Wicked,2024-10-16,150000000,758737211,162,6.9,2737,30.7336,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
404378,A Street Cat Named Bob,2016-11-04,8000000,17900000,103,7.895,1519,2.908,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
406997,Wonder,2017-11-13,20000000,315025930,113,8.111,8122,6.4163,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
411088,The Invisible Guest,2017-01-06,4000000,30000000,107,8.084,4825,6.6168,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
414906,The Batman,2022-03-01,185000000,772319315,177,7.66,11455,15.5755,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
424694,Bohemian Rhapsody,2018-10-24,52000000,910813521,135,7.963,17452,9.1196,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
425274,Now You See Me: Now You Don't,2025-11-12,90000000,214474974,112,6.567,721,202.0756,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
429617,Spider-Man: Far From Home,2019-06-28,160000000,1131927996,129,7.399,16544,16.8319,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
436969,The Suicide Squad,2021-07-28,185000000,168717425,132,7.476,9285,13.4128,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
437068,A Taxi Driver,2017-08-02,12820005,81927980,138,8.039,1098,4.5666,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
438631,Dune,2021-09-15,165000000,410668500,155,7.776,14247,21.9629,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
441130,Wolfwalkers,2020-10-26,12000000,1310720,102,8.197,1320,5.8209,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
447273,Snow White,2025-03-19,270000000,205679463,109,4.299,1480,15.4221,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
